Time,Speed,SOC,BatteryTemp,Throttle,Brake
13.6217,59.2255,99.4651,25,1,0
13.6532,59.4131,99.4617,25,1,0
13.6844,59.6017,99.4582,25,1,0
13.715,59.7892,99.4548,25,1,0
13.7463,59.9727,99.4514,25,1,0
13.7774,60.1606,99.4479,25,1,0
13.8091,60.3473,99.4444,25,1,0
13.8411,60.5375,99.4408,25,1,0
13.8726,60.7295,99.4372,25,1,0
13.9047,60.9186,99.4337,25,1,0
13.9361,61.1108,99.4301,25,1,0
13.9669,61.2996,99.4265,25,1,0
13.9982,61.4841,99.423,25,1,0
14.0292,61.6718,99.4194,25,1,0
14.0612,61.8579,99.4159,25,1,0
14.093,62.0497,99.4122,25,1,0
14.1247,62.2411,99.4085,25,1,0
14.1712,62.4309,99.4049,25,1,0
14.2026,62.7097,99.3995,25,1,0
14.2339,62.8982,99.3958,25,1,0
14.2658,63.0865,99.3922,25,1,0
14.2966,63.2773,99.3884,25,1,0
14.3276,63.4626,99.3848,25,1,0
14.359,63.6483,99.3811,25,1,0
14.3905,63.8369,99.3774,25,1,0
14.4216,64.0259,99.3737,25,1,0
14.4524,64.2122,99.37,25,1,0
14.4837,64.397,99.3663,25,1,0
14.5156,64.5853,99.3626,25,1,0
14.5468,64.7764,99.3588,25,1,0
14.5786,64.9638,99.355,25,1,0
14.6098,65.1541,99.3512,25,1,0
14.6412,65.3416,99.3474,25,1,0
14.6729,65.5303,99.3436,25,1,0
14.7035,65.72,99.3397,25,1,0
14.75,65.9037,99.336,25,1,0
14.7808,66.1829,99.3303,25,1,0
14.8121,66.3678,99.3265,25,1,0
14.8435,66.5555,99.3227,25,1,0
14.8749,66.7435,99.3188,25,1,0
14.9061,66.9324,99.3149,25,1,0
14.937,67.1195,99.311,25,1,0
14.9681,67.3049,99.3071,25,1,0
14.999,67.4914,99.3033,25,1,0
15.0306,67.677,99.2994,25,1,0
15.062,67.8666,99.2954,25,1,0
15.0929,68.0548,99.2915,25,1,0
15.124,68.2404,99.2875,25,1,0
15.1559,68.4266,99.2836,25,1,0
15.1873,68.6182,99.2796,25,1,0
15.2191,68.8068,99.2755,25,1,0
15.2501,68.9976,99.2715,25,1,0
15.282,69.1835,99.2675,25,1,0
15.3291,69.375,99.2634,25,1,0
15.36,69.6574,99.2573,25,1,0
15.3915,69.8426,99.2534,25,1,0
15.4227,70.0317,99.2493,25,1,0
15.4537,70.219,99.2452,25,1,0
15.4848,70.4049,99.2412,25,1,0
15.5161,70.5915,99.2371,25,1,0
15.5481,70.7796,99.233,25,1,0
15.5809,70.9712,99.2288,25,1,0
15.6269,71.1683,99.2245,25,1,0
15.673,71.4441,99.2184,25,1,0
15.7045,71.7211,99.2122,25,1,0
15.7527,71.9097,99.2081,25,1,0
15.7996,72.1993,99.2016,25,1,0
15.8309,72.4803,99.1953,25,1,0
15.8775,72.6683,99.1911,25,1,0
15.9243,72.9475,99.1848,25,1,0
15.9563,73.2288,99.1785,25,1,0
16.0031,73.4204,99.1741,25,1,0
16.0502,73.7011,99.1677,25,1,0
16.0812,73.9838,99.1613,25,1,0
16.1125,74.1702,99.157,25,1,0
16.1438,74.3578,99.1527,25,1,0
